state_names,district_names,crop_year,season_names,crop_names,area,temperature,wind_speed,precipitation,humidity,soil_type,N,P,K,production
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Dry chillies,100,23.78,3.12,1012,84,peaty,1.5,0,0,100
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Gram,28000,23.78,3.12,1012,84,sandy,10.58,10.58,0,14800
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Groundnut,20200,23.78,3.12,1012,84,sandy,0,0,0,21700
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Horse-gram,600,23.78,3.12,1012,84,silt,906.844,0,0,200
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Jowar,18800,23.78,3.12,1012,84,chalky,6.21,15.87,0,9400
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Korra,100,23.78,3.12,1012,84,chalky,71.064,0,0,100
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Maize,600,23.78,3.12,1012,84,chalky,8.46,8.46,0,2400
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Ragi,600,23.78,3.12,1012,84,chalky,1.95,1.95,1.95,1000
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Rice,18000,23.78,3.12,1012,84,clay,38.25,38.25,38.25,37300
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Sunflower,30100,23.78,3.12,1012,84,chalky,0,14.128,0,11100
Andhra Pradesh,ANANTAPUR,2004,Rabi       ,Wheat,300,23.78,3.12,1012,84,silt,10.09,26.234,26.234,200
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Arhar/Tur,27400,23.78,3.12,1012,84,clay,38.892,103.712,51.856,9100
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Bajra,2600,23.78,3.12,1012,84,peaty,5.096,5.096,0,1900
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Castor seed,3200,23.78,3.12,1012,84,silty,0,0,0,1000
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Cotton(lint),14000,23.78,3.12,1012,84,clay,0,0,0,12900
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Dry chillies,4000,23.78,3.12,1012,84,silty,3.84,4.8,0,10000
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Groundnut,755200,23.78,3.12,1012,84,silt,2.775,0,0,867800
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Horse-gram,2300,23.78,3.12,1012,84,clay,4.531,4.531,0,900
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Jowar,3700,23.78,3.12,1012,84,peaty,0,0,0,5800
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Korra,4600,23.78,3.12,1012,84,loamy,916.136,0,0,3400
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Maize,3300,23.78,3.12,1012,84,clay,9.63,24.61,0,6700
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Moong(Green Gram),2100,23.78,3.12,1012,84,silt,56.07,0,0,1300
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Other Kharif pulses,2007,23.78,3.12,1012,84,sandy,9,9,0,300
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Ragi,7000,23.78,3.12,1012,84,loamy,0,0,0,14900
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Rice,38300,23.78,3.12,1012,84,loamy,38.25,38.25,38.25,96800
Andhra Pradesh,ANANTAPUR,2005,Kharif     ,Sunflower,21300,23.78,3.12,1012,84,silty,0,23.184,0,12200
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Dry chillies,200,23.78,3.12,1012,84,loamy,5.64,14.664,14.664,200
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Gram,26200,23.78,3.12,1012,84,chalky,41.7,111.2,55.6,25900
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Groundnut,25900,23.78,3.12,1012,84,loamy,7.476,7.476,0,35800
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Horse-gram,700,23.78,3.12,1012,84,peaty,2.1,5.25,2.1,500
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Jowar,14800,23.78,3.12,1012,84,silt,0,0,0,22100
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Maize,300,23.78,3.12,1012,84,peaty,3.392,4.24,0,1600
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Ragi,700,23.78,3.12,1012,84,sandy,2.8,0,0,1200
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Rice,26600,23.78,3.12,1012,84,clay,2.898,2.898,0,63900
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Sunflower,13500,23.78,3.12,1012,84,silt,0,0,0,3300
Andhra Pradesh,ANANTAPUR,2005,Rabi       ,Wheat,400,23.78,3.12,1012,84,peaty,901.37,0,0,200
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Sugarcane,700,23.78,3.12,1012,84,sandy,7.704,19.688,0,65900
Andhra Pradesh,ANANTAPUR,2005,Whole Year ,Tobacco,100,23.78,3.12,1012,84,chalky,50.568,0,0,100
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Bajra,1635,23.78,3.12,1012,84,clay,8.22,8.22,0,889
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Castor seed,1880,23.78,3.12,1012,84,silty,0.465,0.465,0.465,355
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Cotton(lint),9453,23.78,3.12,1012,84,silty,38.25,38.25,38.25,10510
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Groundnut,694865,23.78,3.12,1012,84,clay,0,26.832,0,249457
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Horse-gram,1762,23.78,3.12,1012,84,loamy,10.24,26.624,26.624,495
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Jowar,11131,23.78,3.12,1012,84,silty,41.496,110.656,55.328,14582
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Maize,3358,23.78,3.12,1012,84,sandy,7.84,7.84,0,9540
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Masoor,23117,23.78,3.12,1012,84,sandy,7.504,18.76,7.504,3861
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Moong(Green Gram),1546,23.78,3.12,1012,84,clay,0,0,0,1098
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Ragi,6215,23.78,3.12,1012,84,sandy,2.896,3.62,0,11467
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Rice,37991,23.78,3.12,1012,84,silt,3.15,0,0,105082
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Sesamum,8,23.78,3.12,1012,84,peaty,3.45,3.45,0,2
Andhra Pradesh,ANANTAPUR,2006,Kharif     ,Urad,4,23.78,3.12,1012,84,loamy,0,0,0,2
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Bajra,99,23.78,3.12,1012,84,silty,902.566,0,0,54
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Gram,26835,23.78,3.12,1012,84,chalky,6.516,16.652,0,9365
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Groundnut,21785,23.78,3.12,1012,84,silt,59.22,0,0,25358
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Horse-gram,1071,23.78,3.12,1012,84,chalky,7.68,7.68,0,327
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Jowar,21487,23.78,3.12,1012,84,silty,3.255,3.255,3.255,30576
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Linseed,12,23.78,3.12,1012,84,chalky,38.25,38.25,38.25,1
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Maize,455,23.78,3.12,1012,84,chalky,0,28.048,0,2203
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Masoor,98,23.78,3.12,1012,84,loamy,10.5,27.3,27.3,10
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Moong(Green Gram),1,23.78,3.12,1012,84,clay,39.72,105.92,52.96,1
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Ragi,734,23.78,3.12,1012,84,peaty,8.008,8.008,0,1180
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Rice,20258,23.78,3.12,1012,84,loamy,5.824,14.56,5.824,45669
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Safflower,881,23.78,3.12,1012,84,chalky,0,0,0,145
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Sesamum,10,23.78,3.12,1012,84,loamy,3.008,3.76,0,2
Andhra Pradesh,ANANTAPUR,2006,Rabi       ,Wheat,439,23.78,3.12,1012,84,silt,2.775,0,0,294
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Dry chillies,5199,23.78,3.12,1012,84,clay,2.921,2.921,0,5759
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Onion,1770,23.78,3.12,1012,84,chalky,0,0,0,32364
Andhra Pradesh,ANANTAPUR,2006,Whole Year ,Sugarcane,884,23.78,3.12,1012,84,silty,928.372,0,0,83126
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Arhar/Tur,30693,23.78,3.12,1012,84,silt,6.93,17.71,0,7888
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Bajra,2477,23.78,3.12,1012,84,chalky,52.08,0,0,1449
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Castor seed,9315,23.78,3.12,1012,84,peaty,8.6,8.6,0,2831
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Cotton(lint),12025,23.78,3.12,1012,84,chalky,2.16,2.16,2.16,16128
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Dry chillies,3755,23.78,3.12,1012,84,sandy,38.25,38.25,38.25,10146
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Gram,21,23.78,3.12,1012,84,sandy,0,20.08,0,14
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Groundnut,791559,23.78,3.12,1012,84,loamy,3.13,8.138,8.138,884963
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Horse-gram,601,23.78,3.12,1012,84,loamy,38.688,103.168,51.584,215
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Jowar,5071,23.78,3.12,1012,84,peaty,7.588,7.588,0,14351
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Korra,1626,23.78,3.12,1012,84,silt,1.596,3.99,1.596,1143
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Maize,3475,23.78,3.12,1012,84,chalky,0,0,0,9049
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Moong(Green Gram),1744,23.78,3.12,1012,84,clay,2.8,3.5,0,774
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Onion,1103,23.78,3.12,1012,84,peaty,2.525,0,0,15470
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Other Kharif pulses,3167,23.78,3.12,1012,84,chalky,3.91,3.91,0,559
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,other misc. pulses,1292,23.78,3.12,1012,84,loamy,0,0,0,214
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Ragi,6613,23.78,3.12,1012,84,silt,920.828,0,0,16923
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Rice,39905,23.78,3.12,1012,84,silt,7.992,20.424,0,117680
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Samai,21,23.78,3.12,1012,84,clay,40.908,0,0,5
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Sesamum,5,23.78,3.12,1012,84,silt,7.66,7.66,0,1
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Small millets,1647,23.78,3.12,1012,84,silt,0.975,0.975,0.975,1148
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Sunflower,30606,23.78,3.12,1012,84,sandy,38.25,38.25,38.25,24590
Andhra Pradesh,ANANTAPUR,2007,Kharif     ,Urad,135,23.78,3.12,1012,84,chalky,0,15.712,0,8
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Arhar/Tur,35,23.78,3.12,1012,84,peaty,3.61,9.386,9.386,9
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Bajra,317,23.78,3.12,1012,84,clay,37.704,100.544,50.272,185
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Dry chillies,71,23.78,3.12,1012,84,silty,4.62,4.62,0,81
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Gram,33858,23.78,3.12,1012,84,silt,2.422,6.055,2.422,22685
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Groundnut,23048,23.78,3.12,1012,84,clay,0,0,0,23832
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Horse-gram,377,23.78,3.12,1012,84,silt,2.288,2.86,0,80
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Jowar,15242,23.78,3.12,1012,84,clay,2.1,0,0,16980
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Korra,96,23.78,3.12,1012,84,loamy,1.771,1.771,0,67
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Linseed,8,23.78,3.12,1012,84,silt,0,0,0,2
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Maize,399,23.78,3.12,1012,84,clay,890.974,0,0,2148
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Onion,482,23.78,3.12,1012,84,silt,6.858,17.526,0,11514
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Ragi,909,23.78,3.12,1012,84,peaty,27.195,0,0,1312
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Rice,22099,23.78,3.12,1012,84,loamy,7.46,7.46,0,57236
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Safflower,703,23.78,3.12,1012,84,chalky,0.045,0.045,0.045,129
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Small millets,96,23.78,3.12,1012,84,sandy,38.25,38.25,38.25,67
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Urad,363,23.78,3.12,1012,84,clay,0,10.368,0,292
Andhra Pradesh,ANANTAPUR,2007,Rabi       ,Wheat,520,23.78,3.12,1012,84,sandy,5.3,13.78,13.78,297
Andhra Pradesh,ANANTAPUR,2007,Whole Year ,Arecanut,252,23.78,3.12,1012,84,chalky,36.84,98.24,49.12,696
Andhra Pradesh,ANANTAPUR,2007,Whole Year ,Banana,769,23.78,3.12,1012,84,silty,3.276,3.276,0,11693
Andhra Pradesh,ANANTAPUR,2007,Whole Year ,Coconut ,908,23.78,3.12,1012,84,chalky,1.288,3.22,1.288,3896970
Andhra Pradesh,ANANTAPUR,2007,Whole Year ,Coriander,8953,23.78,3.12,1012,84,loamy,0,0,0,2266
Andhra Pradesh,ANANTAPUR,2007,Whole Year ,Potato,4,23.78,3.12,1012,84,peaty,0,0,0,34
Andhra Pradesh,ANANTAPUR,2007,Whole Year ,Sugarcane,284,23.78,3.12,1012,84,loamy,1.325,0,0,25395
Andhra Pradesh,ANANTAPUR,2007,Whole Year ,Sweet potato,28,23.78,3.12,1012,84,silt,5.98,5.98,0,379
Andhra Pradesh,ANANTAPUR,2007,Whole Year ,Tobacco,89,23.78,3.12,1012,84,loamy,0,0,0,114
Andhra Pradesh,ANANTAPUR,2007,Whole Year ,Turmeric,39,23.78,3.12,1012,84,silt,740.002,0,0,272
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Arhar/Tur,27942,23.78,3.12,1012,84,peaty,32.508,83.076,0,7628
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Bajra,1595,23.78,3.12,1012,84,chalky,7.371,0,0,526
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Castor seed,3191,23.78,3.12,1012,84,silt,16.82,16.82,0,900
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Cotton(lint),8552,23.78,3.12,1012,84,loamy,5.7,5.7,5.7,9055
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Dry chillies,3765,23.78,3.12,1012,84,peaty,0,0,0,7127
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Gram,16,23.78,3.12,1012,84,loamy,0,36,0,17
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Groundnut,758700,23.78,3.12,1012,84,loamy,6.68,17.368,17.368,333828
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Horse-gram,649,23.78,3.12,1012,84,chalky,7.656,20.416,10.208,60
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Jowar,3900,23.78,3.12,1012,84,silty,1.148,1.148,0,6720
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Korra,1434,23.78,3.12,1012,84,sandy,0,0,0,627
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Maize,2667,23.78,3.12,1012,84,peaty,0,0,0,7129
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Moong(Green Gram),1511,23.78,3.12,1012,84,silt,0.224,0.28,0,730
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Onion,1165,23.78,3.12,1012,84,sandy,0.5,0,0,19232
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Other Kharif pulses,2496,23.78,3.12,1012,84,peaty,0,0,0,324
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Ragi,5124,23.78,3.12,1012,84,chalky,598.552,0,0,12405
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Rice,32878,23.78,3.12,1012,84,loamy,7.182,18.354,0,95609
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Small millets,1434,23.78,3.12,1012,84,chalky,35.742,0,0,627
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Sunflower,51610,23.78,3.12,1012,84,silt,8.74,8.74,0,33580
Andhra Pradesh,ANANTAPUR,2008,Kharif     ,Urad,487,23.78,3.12,1012,84,chalky,0.615,0.615,0.615,176
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Arhar/Tur,5,23.78,3.12,1012,84,clay,38.25,38.25,38.25,1
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Bajra,27,23.78,3.12,1012,84,chalky,0,3.104,0,9
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Dry chillies,108,23.78,3.12,1012,84,chalky,4.53,11.778,11.778,168
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Gram,47894,23.78,3.12,1012,84,silt,39.204,104.544,52.272,50145
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Groundnut,18773,23.78,3.12,1012,84,chalky,4.284,4.284,0,29192
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Horse-gram,417,23.78,3.12,1012,84,loamy,0,0,0,226
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Jowar,15170,23.78,3.12,1012,84,sandy,1.501,1.501,1.501,17446
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Linseed,5,23.78,3.12,1012,84,silty,1.728,2.16,0,1
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Maize,447,23.78,3.12,1012,84,clay,2.65,0,0,2893
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Moong(Green Gram),40,23.78,3.12,1012,84,clay,3.496,3.496,0,12
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Onion,380,23.78,3.12,1012,84,clay,0,0,0,8465
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Other  Rabi pulses,1,23.78,3.12,1012,84,silty,834.164,0,0,1
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Ragi,544,23.78,3.12,1012,84,sandy,4.068,10.396,0,725
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Rice,38119,23.78,3.12,1012,84,peaty,49.329,0,0,108906
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Safflower,3768,23.78,3.12,1012,84,clay,6.38,6.38,0,528
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Sesamum,2,23.78,3.12,1012,84,sandy,0.825,0.825,0.825,1
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Urad,127,23.78,3.12,1012,84,silt,38.25,38.25,38.25,86
Andhra Pradesh,ANANTAPUR,2008,Rabi       ,Wheat,307,23.78,3.12,1012,84,silt,0,5.184,0,213
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Arecanut,257,23.78,3.12,1012,84,loamy,2.08,5.408,5.408,430
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Banana,1582,23.78,3.12,1012,84,sandy,22.572,60.192,30.096,462
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Coconut ,851,23.78,3.12,1012,84,silt,8.876,8.876,0,3053700
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Coriander,4741,23.78,3.12,1012,84,silty,0,0,0,1119
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Sugarcane,490,23.78,3.12,1012,84,sandy,0,0,0,42470
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Sweet potato,31,23.78,3.12,1012,84,silt,1.6,2,0,411
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Tobacco,111,23.78,3.12,1012,84,loamy,1.775,0,0,111
Andhra Pradesh,ANANTAPUR,2008,Whole Year ,Turmeric,8,23.78,3.12,1012,84,silt,2.484,2.484,0,40
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Arhar/Tur,33454,23.78,3.12,1012,84,silt,0,0,0,6557
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Bajra,1925,23.78,3.12,1012,84,loamy,843.64,0,0,581
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Castor seed,2050,23.78,3.12,1012,84,sandy,6.39,16.33,0,416
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Cotton(lint),7638,23.78,3.12,1012,84,clay,50.673,0,0,7144
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Dry chillies,2737,23.78,3.12,1012,84,chalky,8.54,8.54,0,6128
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Groundnut,732262,23.78,3.12,1012,84,clay,2.535,2.535,2.535,259953
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Horse-gram,947,23.78,3.12,1012,84,chalky,38.25,38.25,38.25,140
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Jowar,2906,23.78,3.12,1012,84,sandy,0,25.136,0,4545
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Korra,1000,23.78,3.12,1012,84,silty,7.36,19.136,19.136,100
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Maize,3541,23.78,3.12,1012,84,silt,16.008,42.688,21.344,3431
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Moong(Green Gram),1150,23.78,3.12,1012,84,peaty,6.44,6.44,0,174
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Onion,776,23.78,3.12,1012,84,sandy,3.304,8.26,3.304,8432
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Other Kharif pulses,490,23.78,3.12,1012,84,chalky,0.152,0.152,0.152,47
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Ragi,5157,23.78,3.12,1012,84,chalky,4,5,0,12140
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Rice,29066,23.78,3.12,1012,84,chalky,1.5,0,0,66329
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Small millets,919,23.78,3.12,1012,84,silty,10.58,10.58,0,180
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Soyabean,51,23.78,3.12,1012,84,loamy,0,0,0,0
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Sunflower,60319,23.78,3.12,1012,84,loamy,906.844,0,0,22149
Andhra Pradesh,ANANTAPUR,2009,Kharif     ,Urad,32,23.78,3.12,1012,84,sandy,6.21,15.87,0,2
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Bajra,129,23.78,3.12,1012,84,peaty,71.064,0,0,39
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Dry chillies,83,23.78,3.12,1012,84,sandy,8.46,8.46,0,161
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Gram,54264,23.78,3.12,1012,84,loamy,1.95,1.95,1.95,20186
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Groundnut,17529,23.78,3.12,1012,84,clay,38.25,38.25,38.25,18651
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Horse-gram,1859,23.78,3.12,1012,84,silt,0,14.128,0,688
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Jowar,12676,23.78,3.12,1012,84,silty,10.09,26.234,26.234,11497
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Linseed,8,23.78,3.12,1012,84,silt,38.892,103.712,51.856,2
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Maize,1288,23.78,3.12,1012,84,loamy,5.096,5.096,0,8933
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Moong(Green Gram),4,23.78,3.12,1012,84,silty,0,0,0,1
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Onion,401,23.78,3.12,1012,84,clay,0,0,0,7192
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Ragi,417,23.78,3.12,1012,84,clay,3.84,4.8,0,517
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Rice,10960,23.78,3.12,1012,84,loamy,2.775,0,0,20462
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Safflower,2594,23.78,3.12,1012,84,loamy,4.531,4.531,0,340
Andhra Pradesh,ANANTAPUR,2009,Rabi       ,Small millets,10,23.78,3.12,1012,84,chalky,0,0,0,2
